ID,Store,Payment Method,Customer Type,Shopping Day,Amount Spent,Items Purchased,Time Spent (min),Spend per Item,Shopping Summary
1,MegaShop,Gift Card,New,Weekday,18.93,5,25.27,3.79,MegaShop | New Customer | Spent: $18.93
467,QuickBuy,Cash,New,Weekend,24.07,3,38.84,8.02,QuickBuy | New Customer | Spent: $24.07
468,GroceryWorld,Mobile Payment,Returning,Weekday,19.71,5,-9.78,3.94,GroceryWorld | Returning Customer | Spent: $19.71
469,SuperMart,Credit Card,New,Weekday,9.86,3,50.5,3.29,SuperMart | New Customer | Spent: $9.86
470,MegaShop,Cash,New,Weekend,28.22,2,18.93,14.11,MegaShop | New Customer | Spent: $28.22
471,QuickBuy,Mobile Payment,Returning,Weekday,42.55,0,40.3,0.0,QuickBuy | Returning Customer | Spent: $42.55
472,DiscountStore,Gift Card,Returning,Weekday,25.18,1,41.12,25.18,DiscountStore | Returning Customer | Spent: $25.18
473,QuickBuy,Mobile Payment,New,Weekday,27.25,4,16.85,6.81,QuickBuy | New Customer | Spent: $27.25
474,DiscountStore,Gift Card,New,Weekend,31.93,6,39.91,5.32,DiscountStore | New Customer | Spent: $31.93
475,GroceryWorld,Gift Card,Returning,Weekday,12.31,2,24.22,6.15,GroceryWorld | Returning Customer | Spent: $12.31
476,DiscountStore,Credit Card,Returning,Weekday,42.03,4,-1.07,10.51,DiscountStore | Returning Customer | Spent: $42.03
477,MegaShop,Cash,Loyal,Weekend,27.02,1,47.52,27.02,MegaShop | Loyal Customer | Spent: $27.02
478,SuperMart,Mobile Payment,Loyal,Weekday,41.32,1,18.37,41.32,SuperMart | Loyal Customer | Spent: $41.32
479,DiscountStore,Credit Card,Returning,Weekday,17.67,9,17.18,1.96,DiscountStore | Returning Customer | Spent: $17.67
480,DiscountStore,Mobile Payment,New,Weekday,43.18,2,23.95,21.59,DiscountStore | New Customer | Spent: $43.18
481,SuperMart,Gift Card,Returning,Weekday,32.75,2,34.08,16.38,SuperMart | Returning Customer | Spent: $32.75
482,MegaShop,Cash,Returning,Weekday,30.53,3,29.14,10.18,MegaShop | Returning Customer | Spent: $30.53
483,QuickBuy,Mobile Payment,New,Weekday,27.34,4,38.22,6.84,QuickBuy | New Customer | Spent: $27.34
484,DiscountStore,Mobile Payment,Loyal,Weekday,22.51,2,9.91,11.26,DiscountStore | Loyal Customer | Spent: $22.51
485,SuperMart,Gift Card,New,Weekday,37.01,1,18.86,37.01,SuperMart | New Customer | Spent: $37.01
486,GroceryWorld,Mobile Payment,Loyal,Weekend,26.4,2,28.26,13.2,GroceryWorld | Loyal Customer | Spent: $26.4
487,SuperMart,Mobile Payment,Returning,Weekend,5.33,1,58.47,5.33,SuperMart | Returning Customer | Spent: $5.33
488,GroceryWorld,Gift Card,Returning,Weekend,13.83,0,28.29,0.0,GroceryWorld | Returning Customer | Spent: $13.83
489,MegaShop,Credit Card,Returning,Weekend,23.14,3,46.28,7.71,MegaShop | Returning Customer | Spent: $23.14
490,QuickBuy,Gift Card,Loyal,Weekday,28.1,2,30.58,14.05,QuickBuy | Loyal Customer | Spent: $28.1
491,SuperMart,Credit Card,Returning,Weekend,24.43,6,22.75,4.07,SuperMart | Returning Customer | Spent: $24.43
492,DiscountStore,Cash,Returning,Weekday,37.19,2,26.3,18.59,DiscountStore | Returning Customer | Spent: $37.19
493,MegaShop,Credit Card,New,Weekend,5.49,2,27.47,2.74,MegaShop | New Customer | Spent: $5.49
494,SuperMart,Credit Card,Returning,Weekend,26.44,2,39.05,13.22,SuperMart | Returning Customer | Spent: $26.44
495,DiscountStore,Cash,New,Weekend,6.82,6,50.62,1.14,DiscountStore | New Customer | Spent: $6.82
496,SuperMart,Credit Card,Returning,Weekend,32.6,1,35.4,32.6,SuperMart | Returning Customer | Spent: $32.6
497,GroceryWorld,Gift Card,Returning,Weekday,24.06,4,47.81,6.01,GroceryWorld | Returning Customer | Spent: $24.06
498,SuperMart,Credit Card,Returning,Weekday,29.2,4,15.53,7.3,SuperMart | Returning Customer | Spent: $29.2
499,SuperMart,Cash,New,Weekday,16.36,2,23.78,8.18,SuperMart | New Customer | Spent: $16.36
500,SuperMart,Gift Card,New,Weekday,37.79,3,19.14,12.6,SuperMart | New Customer | Spent: $37.79
501,MegaShop,Cash,Returning,Weekday,131.25,0,34.72,0.0,MegaShop | Returning Customer | Spent: $131.25
502,SuperMart,Cash,New,Weekend,117.51,3,24.62,39.17,SuperMart | New Customer | Spent: $117.51
503,DiscountStore,Mobile Payment,New,Weekend,96.11,4,40.95,24.03,DiscountStore | New Customer | Spent: $96.11
504,GroceryWorld,Mobile Payment,New,Weekday,117.4,2,16.03,58.7,GroceryWorld | New Customer | Spent: $117.4
505,GroceryWorld,Cash,Loyal,Weekend,78.79,4,30.65,19.7,GroceryWorld | Loyal Customer | Spent: $78.79
506,SuperMart,Cash,Returning,Weekend,125.67,0,40.3,0.0,SuperMart | Returning Customer | Spent: $125.67
507,MegaShop,Cash,New,Weekend,149.48,2,-0.98,74.74,MegaShop | New Customer | Spent: $149.48
508,MegaShop,Mobile Payment,New,Weekend,132.12,4,61.82,33.03,MegaShop | New Customer | Spent: $132.12
509,DiscountStore,Mobile Payment,New,Weekday,78.11,4,25.75,19.53,DiscountStore | New Customer | Spent: $78.11
510,SuperMart,Credit Card,Returning,Weekend,110.84,2,-0.38,55.42,SuperMart | Returning Customer | Spent: $110.84
511,GroceryWorld,Credit Card,Returning,Weekend,61.21,3,32.37,20.4,GroceryWorld | Returning Customer | Spent: $61.21
512,MegaShop,Cash,New,Weekday,117.17,4,30.5,29.29,MegaShop | New Customer | Spent: $117.17
513,SuperMart,Gift Card,New,Weekday,113.52,4,28.77,28.38,SuperMart | New Customer | Spent: $113.52
514,MegaShop,Gift Card,New,Weekend,43.91,3,44.87,14.64,MegaShop | New Customer | Spent: $43.91
515,MegaShop,Mobile Payment,Returning,Weekday,65.15,3,41.21,21.72,MegaShop | Returning Customer | Spent: $65.15
516,GroceryWorld,Mobile Payment,Returning,Weekend,91.51,3,34.47,30.5,GroceryWorld | Returning Customer | Spent: $91.51
517,QuickBuy,Mobile Payment,New,Weekend,90.97,2,36.75,45.49,QuickBuy | New Customer | Spent: $90.97
518,DiscountStore,Cash,New,Weekday,63.72,3,28.43,21.24,DiscountStore | New Customer | Spent: $63.72
519,DiscountStore,Gift Card,New,Weekday,111.67,4,56.63,27.92,DiscountStore | New Customer | Spent: $111.67
520,GroceryWorld,Credit Card,Loyal,Weekend,107.54,5,7.81,21.51,GroceryWorld | Loyal Customer | Spent: $107.54
521,MegaShop,Cash,New,Weekday,94.17,5,32.09,18.83,MegaShop | New Customer | Spent: $94.17
522,SuperMart,Credit Card,Returning,Weekday,77.33,1,30.98,77.33,SuperMart | Returning Customer | Spent: $77.33
523,MegaShop,Credit Card,Returning,Weekday,131.46,5,42.2,26.29,MegaShop | Returning Customer | Spent: $131.46
524,GroceryWorld,Cash,New,Weekday,149.66,4,17.34,37.42,GroceryWorld | New Customer | Spent: $149.66
525,DiscountStore,Credit Card,New,Weekend,85.49,2,3.84,42.75,DiscountStore | New Customer | Spent: $85.49
526,MegaShop,Gift Card,New,Weekday,81.63,2,32.35,40.82,MegaShop | New Customer | Spent: $81.63
527,DiscountStore,Credit Card,Returning,Weekend,114.74,1,34.22,114.74,DiscountStore | Returning Customer | Spent: $114.74
528,SuperMart,Gift Card,Returning,Weekday,89.26,3,52.34,29.75,SuperMart | Returning Customer | Spent: $89.26
529,DiscountStore,Gift Card,Returning,Weekday,95.82,5,10.94,19.16,DiscountStore | Returning Customer | Spent: $95.82
530,DiscountStore,Gift Card,Returning,Weekend,122.19,1,47.32,122.19,DiscountStore | Returning Customer | Spent: $122.19
531,QuickBuy,Mobile Payment,New,Weekend,42.72,2,65.51,21.36,QuickBuy | New Customer | Spent: $42.72
532,QuickBuy,Credit Card,Loyal,Weekday,139.55,3,24.33,46.52,QuickBuy | Loyal Customer | Spent: $139.55
533,QuickBuy,Cash,Returning,Weekday,102.18,3,10.64,34.06,QuickBuy | Returning Customer | Spent: $102.18
534,DiscountStore,Cash,New,Weekday,87.66,3,23.9,29.22,DiscountStore | New Customer | Spent: $87.66
535,GroceryWorld,Credit Card,Loyal,Weekday,97.32,3,30.21,32.44,GroceryWorld | Loyal Customer | Spent: $97.32
536,DiscountStore,Mobile Payment,Returning,Weekend,98.87,5,38.46,19.77,DiscountStore | Returning Customer | Spent: $98.87
537,GroceryWorld,Mobile Payment,Returning,Weekday,48.06,4,21.13,12.02,GroceryWorld | Returning Customer | Spent: $48.06
538,GroceryWorld,Gift Card,Returning,Weekday,144.85,3,53.33,48.28,GroceryWorld | Returning Customer | Spent: $144.85
539,QuickBuy,Credit Card,Loyal,Weekday,101.24,5,13.28,20.25,QuickBuy | Loyal Customer | Spent: $101.24
540,MegaShop,Credit Card,Returning,Weekend,113.29,4,3.91,28.32,MegaShop | Returning Customer | Spent: $113.29
541,SuperMart,Cash,New,Weekend,128.55,1,46.6,128.55,SuperMart | New Customer | Spent: $128.55
542,QuickBuy,Credit Card,New,Weekday,69.37,3,-4.12,23.12,QuickBuy | New Customer | Spent: $69.37
543,QuickBuy,Mobile Payment,Loyal,Weekend,114.2,3,26.94,38.07,QuickBuy | Loyal Customer | Spent: $114.2
544,MegaShop,Credit Card,New,Weekday,91.97,1,76.77,91.97,MegaShop | New Customer | Spent: $91.97
545,SuperMart,Cash,New,Weekday,125.4,5,29.82,25.08,SuperMart | New Customer | Spent: $125.4
546,DiscountStore,Gift Card,Returning,Weekend,36.18,3,13.19,12.06,DiscountStore | Returning Customer | Spent: $36.18
547,DiscountStore,Cash,Returning,Weekend,97.03,2,29.14,48.51,DiscountStore | Returning Customer | Spent: $97.03
548,QuickBuy,Cash,Returning,Weekend,81.92,3,29.24,27.31,QuickBuy | Returning Customer | Spent: $81.92
549,SuperMart,Gift Card,Loyal,Weekday,112.97,3,32.41,37.66,SuperMart | Loyal Customer | Spent: $112.97
550,QuickBuy,Cash,New,Weekday,114.1,3,39.93,38.03,QuickBuy | New Customer | Spent: $114.1
551,GroceryWorld,Cash,New,Weekend,78.77,1,14.41,78.77,GroceryWorld | New Customer | Spent: $78.77
552,QuickBuy,Credit Card,New,Weekday,78.63,5,55.31,15.73,QuickBuy | New Customer | Spent: $78.63
553,QuickBuy,Credit Card,Loyal,Weekday,96.68,1,33.68,96.68,QuickBuy | Loyal Customer | Spent: $96.68
554,DiscountStore,Gift Card,Returning,Weekday,73.1,4,40.9,18.28,DiscountStore | Returning Customer | Spent: $73.1
555,DiscountStore,Credit Card,New,Weekend,125.26,2,20.58,62.63,DiscountStore | New Customer | Spent: $125.26
556,DiscountStore,Credit Card,Loyal,Weekday,88.92,3,49.3,29.64,DiscountStore | Loyal Customer | Spent: $88.92
557,GroceryWorld,Cash,Loyal,Weekday,12.79,4,26.14,3.2,GroceryWorld | Loyal Customer | Spent: $12.79
558,DiscountStore,Mobile Payment,Loyal,Weekend,88.76,3,34.16,29.59,DiscountStore | Loyal Customer | Spent: $88.76
559,SuperMart,Credit Card,Loyal,Weekday,68.84,8,16.0,8.61,SuperMart | Loyal Customer | Spent: $68.84
560,MegaShop,Mobile Payment,New,Weekday,51.06,2,15.05,25.53,MegaShop | New Customer | Spent: $51.06
561,SuperMart,Credit Card,Returning,Weekday,62.88,2,40.32,31.44,SuperMart | Returning Customer | Spent: $62.88
562,SuperMart,Credit Card,Returning,Weekday,103.28,1,23.35,103.28,SuperMart | Returning Customer | Spent: $103.28
563,DiscountStore,Gift Card,Loyal,Weekday,139.86,1,17.19,139.86,DiscountStore | Loyal Customer | Spent: $139.86
564,MegaShop,Gift Card,Returning,Weekday,109.4,5,20.35,21.88,MegaShop | Returning Customer | Spent: $109.4
565,MegaShop,Gift Card,Returning,Weekend,81.8,2,40.48,40.9,MegaShop | Returning Customer | Spent: $81.8
566,MegaShop,Mobile Payment,Returning,Weekday,113.68,0,20.56,0.0,MegaShop | Returning Customer | Spent: $113.68
567,GroceryWorld,Cash,New,Weekend,86.23,2,28.24,43.11,GroceryWorld | New Customer | Spent: $86.23
568,DiscountStore,Credit Card,Returning,Weekday,79.16,5,30.23,15.83,DiscountStore | Returning Customer | Spent: $79.16
569,MegaShop,Credit Card,Loyal,Weekday,65.37,4,1.24,16.34,MegaShop | Loyal Customer | Spent: $65.37
570,GroceryWorld,Credit Card,Loyal,Weekday,47.45,4,7.93,11.86,GroceryWorld | Loyal Customer | Spent: $47.45
571,QuickBuy,Mobile Payment,New,Weekday,88.3,4,35.04,22.08,QuickBuy | New Customer | Spent: $88.3
572,QuickBuy,Gift Card,New,Weekend,104.74,4,18.94,26.19,QuickBuy | New Customer | Spent: $104.74
573,GroceryWorld,Cash,New,Weekday,97.1,1,45.85,97.1,GroceryWorld | New Customer | Spent: $97.1
574,GroceryWorld,Mobile Payment,Returning,Weekday,87.52,3,44.5,29.17,GroceryWorld | Returning Customer | Spent: $87.52
575,DiscountStore,Gift Card,Loyal,Weekend,71.63,1,40.79,71.63,DiscountStore | Loyal Customer | Spent: $71.63
576,DiscountStore,Mobile Payment,New,Weekend,118.25,4,57.3,29.56,DiscountStore | New Customer | Spent: $118.25
577,QuickBuy,Cash,Returning,Weekend,60.49,4,28.75,15.12,QuickBuy | Returning Customer | Spent: $60.49
578,MegaShop,Gift Card,Loyal,Weekday,123.28,3,39.73,41.09,MegaShop | Loyal Customer | Spent: $123.28
579,QuickBuy,Mobile Payment,Returning,Weekend,69.93,3,21.23,23.31,QuickBuy | Returning Customer | Spent: $69.93
580,MegaShop,Cash,Returning,Weekday,77.43,3,66.79,25.81,MegaShop | Returning Customer | Spent: $77.43
581,MegaShop,Credit Card,Returning,Weekday,56.0,4,59.75,14.0,MegaShop | Returning Customer | Spent: $56.0
582,DiscountStore,Cash,Returning,Weekday,84.96,2,30.18,42.48,DiscountStore | Returning Customer | Spent: $84.96
583,SuperMart,Credit Card,New,Weekday,129.26,3,35.8,43.09,SuperMart | New Customer | Spent: $129.26
584,SuperMart,Mobile Payment,Returning,Weekday,115.47,4,50.39,28.87,SuperMart | Returning Customer | Spent: $115.47
585,GroceryWorld,Gift Card,Returning,Weekday,129.35,5,27.79,25.87,GroceryWorld | Returning Customer | Spent: $129.35
586,DiscountStore,Gift Card,Loyal,Weekend,115.66,2,20.15,57.83,DiscountStore | Loyal Customer | Spent: $115.66
587,MegaShop,Mobile Payment,Returning,Weekday,66.89,2,43.11,33.44,MegaShop | Returning Customer | Spent: $66.89
588,SuperMart,Gift Card,Returning,Weekday,90.08,1,31.18,90.08,SuperMart | Returning Customer | Spent: $90.08
589,MegaShop,Gift Card,New,Weekday,76.59,2,32.74,38.3,MegaShop | New Customer | Spent: $76.59
590,SuperMart,Credit Card,Returning,Weekend,139.92,4,17.49,34.98,SuperMart | Returning Customer | Spent: $139.92
591,SuperMart,Mobile Payment,New,Weekday,64.1,2,4.23,32.05,SuperMart | New Customer | Spent: $64.1
592,SuperMart,Cash,New,Weekday,126.81,2,33.54,63.41,SuperMart | New Customer | Spent: $126.81
593,DiscountStore,Credit Card,Returning,Weekend,126.79,4,43.57,31.7,DiscountStore | Returning Customer | Spent: $126.79
594,QuickBuy,Mobile Payment,Loyal,Weekend,154.89,3,26.61,51.63,QuickBuy | Loyal Customer | Spent: $154.89
595,MegaShop,Credit Card,New,Weekday,87.71,4,51.55,21.93,MegaShop | New Customer | Spent: $87.71
596,DiscountStore,Cash,Returning,Weekend,121.37,1,19.44,121.37,DiscountStore | Returning Customer | Spent: $121.37
597,DiscountStore,Cash,Loyal,Weekend,168.45,3,14.18,56.15,DiscountStore | Loyal Customer | Spent: $168.45
598,DiscountStore,Mobile Payment,New,Weekend,81.47,6,28.99,13.58,DiscountStore | New Customer | Spent: $81.47
599,DiscountStore,Cash,Returning,Weekday,53.95,3,28.76,17.98,DiscountStore | Returning Customer | Spent: $53.95
600,DiscountStore,Credit Card,Returning,Weekend,43.6,1,41.55,43.6,DiscountStore | Returning Customer | Spent: $43.6
601,GroceryWorld,Cash,Returning,Weekday,121.38,3,18.38,40.46,GroceryWorld | Returning Customer | Spent: $121.38
602,MegaShop,Credit Card,New,Weekday,43.51,6,50.52,7.25,MegaShop | New Customer | Spent: $43.51
603,DiscountStore,Credit Card,New,Weekday,88.83,4,59.5,22.21,DiscountStore | New Customer | Spent: $88.83
604,MegaShop,Cash,Returning,Weekday,113.12,4,29.41,28.28,MegaShop | Returning Customer | Spent: $113.12
605,GroceryWorld,Mobile Payment,Returning,Weekday,105.56,1,48.75,105.56,GroceryWorld | Returning Customer | Spent: $105.56
606,GroceryWorld,Gift Card,New,Weekend,112.76,5,14.15,22.55,GroceryWorld | New Customer | Spent: $112.76
607,MegaShop,Cash,Returning,Weekday,106.67,0,46.13,0.0,MegaShop | Returning Customer | Spent: $106.67
608,SuperMart,Credit Card,New,Weekday,138.37,5,45.71,27.67,SuperMart | New Customer | Spent: $138.37
609,QuickBuy,Credit Card,Returning,Weekday,71.43,2,42.95,35.72,QuickBuy | Returning Customer | Spent: $71.43
610,SuperMart,Cash,New,Weekday,79.69,0,29.77,0.0,SuperMart | New Customer | Spent: $79.69
611,SuperMart,Mobile Payment,Loyal,Weekend,76.82,3,-14.31,25.61,SuperMart | Loyal Customer | Spent: $76.82
612,SuperMart,Mobile Payment,New,Weekday,124.91,6,20.37,20.82,SuperMart | New Customer | Spent: $124.91
613,DiscountStore,Credit Card,New,Weekday,127.01,3,20.61,42.34,DiscountStore | New Customer | Spent: $127.01
614,GroceryWorld,Credit Card,New,Weekday,113.54,2,15.33,56.77,GroceryWorld | New Customer | Spent: $113.54
615,SuperMart,Mobile Payment,New,Weekday,135.5,2,31.83,67.75,SuperMart | New Customer | Spent: $135.5
616,GroceryWorld,Gift Card,Loyal,Weekday,64.66,2,23.72,32.33,GroceryWorld | Loyal Customer | Spent: $64.66
617,MegaShop,Cash,Loyal,Weekend,150.02,3,17.63,50.01,MegaShop | Loyal Customer | Spent: $150.02
618,QuickBuy,Credit Card,New,Weekend,145.7,7,14.12,20.81,QuickBuy | New Customer | Spent: $145.7
619,MegaShop,Credit Card,Returning,Weekday,122.07,0,19.27,0.0,MegaShop | Returning Customer | Spent: $122.07
620,MegaShop,Mobile Payment,Returning,Weekend,153.45,3,46.82,51.15,MegaShop | Returning Customer | Spent: $153.45
621,DiscountStore,Cash,Loyal,Weekend,50.3,3,20.08,16.77,DiscountStore | Loyal Customer | Spent: $50.3
622,QuickBuy,Mobile Payment,Returning,Weekend,84.27,4,22.28,21.07,QuickBuy | Returning Customer | Spent: $84.27
623,MegaShop,Cash,New,Weekday,77.94,3,23.15,25.98,MegaShop | New Customer | Spent: $77.94
624,MegaShop,Cash,Returning,Weekday,121.64,3,35.08,40.55,MegaShop | Returning Customer | Spent: $121.64
625,QuickBuy,Cash,Returning,Weekday,68.5,3,36.84,22.83,QuickBuy | Returning Customer | Spent: $68.5
626,QuickBuy,Credit Card,New,Weekend,122.72,3,-15.67,40.91,QuickBuy | New Customer | Spent: $122.72
627,MegaShop,Gift Card,Returning,Weekend,141.12,7,45.32,20.16,MegaShop | Returning Customer | Spent: $141.12
628,QuickBuy,Mobile Payment,New,Weekday,120.86,2,51.55,60.43,QuickBuy | New Customer | Spent: $120.86
629,MegaShop,Gift Card,Returning,Weekday,108.51,2,14.25,54.26,MegaShop | Returning Customer | Spent: $108.51
630,MegaShop,Mobile Payment,New,Weekend,70.36,3,15.42,23.45,MegaShop | New Customer | Spent: $70.36
631,DiscountStore,Cash,Returning,Weekend,74.59,3,23.25,24.86,DiscountStore | Returning Customer | Spent: $74.59
632,SuperMart,Credit Card,Returning,Weekend,137.49,4,18.66,34.37,SuperMart | Returning Customer | Spent: $137.49
633,MegaShop,Gift Card,Returning,Weekend,123.38,2,33.36,61.69,MegaShop | Returning Customer | Spent: $123.38
634,GroceryWorld,Credit Card,New,Weekday,98.83,3,0.8,32.94,GroceryWorld | New Customer | Spent: $98.83
635,SuperMart,Mobile Payment,Returning,Weekday,87.46,3,13.23,29.15,SuperMart | Returning Customer | Spent: $87.46
636,SuperMart,Credit Card,Returning,Weekend,39.23,3,53.09,13.08,SuperMart | Returning Customer | Spent: $39.23
637,SuperMart,Credit Card,Returning,Weekday,67.87,2,16.08,33.94,SuperMart | Returning Customer | Spent: $67.87
638,DiscountStore,Gift Card,Returning,Weekday,157.34,3,48.65,52.45,DiscountStore | Returning Customer | Spent: $157.34
639,MegaShop,Cash,Returning,Weekend,61.59,1,35.33,61.59,MegaShop | Returning Customer | Spent: $61.59
640,DiscountStore,Credit Card,Loyal,Weekday,105.68,5,2.86,21.14,DiscountStore | Loyal Customer | Spent: $105.68
641,MegaShop,Cash,New,Weekend,130.22,4,39.53,32.56,MegaShop | New Customer | Spent: $130.22
642,DiscountStore,Mobile Payment,Loyal,Weekday,62.35,3,28.23,20.78,DiscountStore | Loyal Customer | Spent: $62.35
643,DiscountStore,Credit Card,Returning,Weekend,105.54,4,23.17,26.39,DiscountStore | Returning Customer | Spent: $105.54
644,GroceryWorld,Gift Card,New,Weekday,128.14,3,33.67,42.71,GroceryWorld | New Customer | Spent: $128.14
645,DiscountStore,Mobile Payment,New,Weekday,100.37,3,37.12,33.46,DiscountStore | New Customer | Spent: $100.37
646,QuickBuy,Mobile Payment,New,Weekend,186.05,4,40.61,46.51,QuickBuy | New Customer | Spent: $186.05
647,GroceryWorld,Gift Card,Returning,Weekday,49.94,3,47.67,16.65,GroceryWorld | Returning Customer | Spent: $49.94
648,DiscountStore,Credit Card,Returning,Weekend,131.76,4,36.12,32.94,DiscountStore | Returning Customer | Spent: $131.76
649,SuperMart,Credit Card,Returning,Weekend,94.82,2,9.37,47.41,SuperMart | Returning Customer | Spent: $94.82
650,QuickBuy,Mobile Payment,Returning,Weekday,123.16,5,22.9,24.63,QuickBuy | Returning Customer | Spent: $123.16
651,QuickBuy,Credit Card,Returning,Weekday,113.24,4,74.15,28.31,QuickBuy | Returning Customer | Spent: $113.24
652,QuickBuy,Cash,New,Weekday,78.01,2,40.87,39.0,QuickBuy | New Customer | Spent: $78.01
653,GroceryWorld,Gift Card,New,Weekday,106.87,3,65.54,35.62,GroceryWorld | New Customer | Spent: $106.87
654,DiscountStore,Cash,Returning,Weekend,44.26,4,50.93,11.07,DiscountStore | Returning Customer | Spent: $44.26
655,DiscountStore,Credit Card,New,Weekend,118.1,4,33.63,29.52,DiscountStore | New Customer | Spent: $118.1
656,SuperMart,Mobile Payment,New,Weekend,108.94,4,34.52,27.24,SuperMart | New Customer | Spent: $108.94
657,SuperMart,Gift Card,Returning,Weekend,119.16,5,29.45,23.83,SuperMart | Returning Customer | Spent: $119.16
658,QuickBuy,Credit Card,Returning,Weekday,131.74,2,3.93,65.87,QuickBuy | Returning Customer | Spent: $131.74
659,SuperMart,Credit Card,Loyal,Weekend,111.03,3,30.27,37.01,SuperMart | Loyal Customer | Spent: $111.03
660,GroceryWorld,Mobile Payment,Loyal,Weekend,104.44,3,48.16,34.81,GroceryWorld | Loyal Customer | Spent: $104.44
661,DiscountStore,Mobile Payment,Returning,Weekend,73.57,3,21.01,24.52,DiscountStore | Returning Customer | Spent: $73.57
662,QuickBuy,Cash,Returning,Weekend,78.63,2,36.18,39.32,QuickBuy | Returning Customer | Spent: $78.63
663,SuperMart,Gift Card,Returning,Weekday,135.6,3,42.77,45.2,SuperMart | Returning Customer | Spent: $135.6
664,GroceryWorld,Gift Card,Returning,Weekend,143.09,2,16.35,71.55,GroceryWorld | Returning Customer | Spent: $143.09
665,GroceryWorld,Mobile Payment,New,Weekday,92.86,6,23.23,15.48,GroceryWorld | New Customer | Spent: $92.86
666,SuperMart,Cash,Returning,Weekday,101.38,4,14.73,25.35,SuperMart | Returning Customer | Spent: $101.38
667,DiscountStore,Gift Card,Loyal,Weekday,72.86,2,17.67,36.43,DiscountStore | Loyal Customer | Spent: $72.86
668,SuperMart,Mobile Payment,New,Weekend,135.18,1,10.69,135.18,SuperMart | New Customer | Spent: $135.18
669,QuickBuy,Credit Card,Returning,Weekend,119.96,4,16.49,29.99,QuickBuy | Returning Customer | Spent: $119.96
670,SuperMart,Gift Card,Returning,Weekend,158.24,4,51.29,39.56,SuperMart | Returning Customer | Spent: $158.24
671,GroceryWorld,Cash,New,Weekend,73.65,2,16.27,36.83,GroceryWorld | New Customer | Spent: $73.65
672,SuperMart,Cash,New,Weekday,88.66,6,31.9,14.78,SuperMart | New Customer | Spent: $88.66
673,DiscountStore,Cash,New,Weekend,106.94,3,22.46,35.65,DiscountStore | New Customer | Spent: $106.94
674,MegaShop,Credit Card,New,Weekday,119.39,0,47.68,0.0,MegaShop | New Customer | Spent: $119.39
675,SuperMart,Gift Card,New,Weekday,93.53,3,49.67,31.18,SuperMart | New Customer | Spent: $93.53
676,DiscountStore,Gift Card,Loyal,Weekday,73.81,1,42.96,73.81,DiscountStore | Loyal Customer | Spent: $73.81
677,DiscountStore,Credit Card,New,Weekend,126.44,2,34.59,63.22,DiscountStore | New Customer | Spent: $126.44
678,GroceryWorld,Gift Card,Returning,Weekend,121.63,3,26.53,40.54,GroceryWorld | Returning Customer | Spent: $121.63
679,DiscountStore,Credit Card,New,Weekday,72.51,2,12.12,36.26,DiscountStore | New Customer | Spent: $72.51
680,DiscountStore,Credit Card,Loyal,Weekday,140.66,3,59.15,46.89,DiscountStore | Loyal Customer | Spent: $140.66
681,DiscountStore,Credit Card,New,Weekend,135.11,3,18.6,45.04,DiscountStore | New Customer | Spent: $135.11
682,DiscountStore,Cash,Returning,Weekday,104.03,2,39.95,52.01,DiscountStore | Returning Customer | Spent: $104.03
683,QuickBuy,Gift Card,Loyal,Weekend,102.39,5,45.89,20.48,QuickBuy | Loyal Customer | Spent: $102.39
684,QuickBuy,Credit Card,Loyal,Weekend,116.62,1,21.67,116.62,QuickBuy | Loyal Customer | Spent: $116.62
685,GroceryWorld,Gift Card,New,Weekday,74.15,3,45.57,24.72,GroceryWorld | New Customer | Spent: $74.15
686,SuperMart,Cash,Loyal,Weekday,100.9,3,41.46,33.63,SuperMart | Loyal Customer | Spent: $100.9
687,DiscountStore,Credit Card,Returning,Weekend,35.43,3,55.92,11.81,DiscountStore | Returning Customer | Spent: $35.43
688,SuperMart,Mobile Payment,Returning,Weekend,126.29,4,22.96,31.57,SuperMart | Returning Customer | Spent: $126.29
689,SuperMart,Cash,New,Weekday,53.16,4,10.71,13.29,SuperMart | New Customer | Spent: $53.16
690,GroceryWorld,Mobile Payment,New,Weekend,145.1,1,22.42,145.1,GroceryWorld | New Customer | Spent: $145.1
691,DiscountStore,Gift Card,Returning,Weekday,90.1,4,33.13,22.52,DiscountStore | Returning Customer | Spent: $90.1
692,DiscountStore,Gift Card,Returning,Weekday,93.65,2,30.87,46.82,DiscountStore | Returning Customer | Spent: $93.65
693,MegaShop,Cash,Returning,Weekend,81.17,1,24.1,81.17,MegaShop | Returning Customer | Spent: $81.17
694,SuperMart,Gift Card,Returning,Weekend,91.36,3,1.36,30.45,SuperMart | Returning Customer | Spent: $91.36
695,SuperMart,Mobile Payment,Returning,Weekday,142.56,4,37.06,35.64,SuperMart | Returning Customer | Spent: $142.56
696,QuickBuy,Credit Card,New,Weekend,25.37,0,59.59,0.0,QuickBuy | New Customer | Spent: $25.37
697,MegaShop,Credit Card,Returning,Weekday,138.31,4,36.96,34.58,MegaShop | Returning Customer | Spent: $138.31
698,QuickBuy,Credit Card,New,Weekday,110.14,3,39.14,36.71,QuickBuy | New Customer | Spent: $110.14
699,QuickBuy,Cash,Returning,Weekday,63.79,4,38.59,15.95,QuickBuy | Returning Customer | Spent: $63.79
700,QuickBuy,Gift Card,Returning,Weekend,67.74,0,35.96,0.0,QuickBuy | Returning Customer | Spent: $67.74
